REC_ID,COMPANY,DISPOSITION_TYPE,PRIMARY_CRIME_CODE,SWISS_BANK_PROGRAM,USAO,COUNTRY,FINANCIAL_INSTITUTION,CASE_NAME,CASE_ID,DOCKET_NO,DATE,JUDGMENT_DATE,PLEA_DATE,TICKER,US_PUBLIC_CO,ADDITIONAL_REGULATORY_FINE_OR_PAYMENT,COMMUNITY_SERVICE_OR_OTHER,FINE,FORFEITURE_DISGORGEMENT,PROBATION_LENGTH,RESTITUTION,TOTAL_PAYMENT,ACCEPTS_RESPONSIBILITY,AGREEMENT_REQUIRED_NEW_POSITIONS,AGREEMENT_REQUIRED_OUTSIDE_AUDITORS_OR_EXPERTS,CITATION_AND_DESCRIPTION,CIVIL_JUDGMENT_OR_SETTLEMENT,COMPLIANCE_PROGRAM_DESCRIPTION,COMPLIANCE_PROGRAM_REQUIRED_BY_AGREEMENT,COMPLIANCE_REQUIRED_BY_REGULATORS,CRIME_DESC,DESCRIPTION_OF_PAYMENTS,DOES_AGREEMENT_DISCUSS_REASONS_OR_RELEVENT_CONSIDERATIONS_FOR_LENIENCY,DOJ_CAN_UNILATERALLY_TERMINATE,FINE_CALCULATION_INCLUDED,FINE_DESCRIPTION,INDEP_MONITOR_REQUIRED,MUST_COMPORT_WITH_USSG_OR_AUDIT_COMPLIANCE,OTHER_AGREEMENT,OTHER_AGREEMENT_REQUIRED_GOVERNANCE_CHANGES,OTHER_COMPLIANCE_OFFICER_OR_CONSULTANT_REQUIRED,PARALLEL_CIVIL_SUIT,PARALLEL_REGULATORY_ACTION_OR_LOCAL_PROSECUTOR,PRE_AGREEMENT_COMPLIANCE,PRE_AGREEMENT_COMPLIANCE_DESCRIPTION,PRIVACY_WAIVER,REGULATORY_DISGORGEMENT_RESTITUTION_FORFEITURE,REGULATORY_FINE,REG_AGENCY,STATEMENT_OF_FACTS,TOTAL_REGULATORY,UNRELATED_TERMS,AGMT_YEAR,SOURCE,NOTES
844,AU Optronics Corp.,trial convicton,Antitrust,,USDOJ - Antitrust Division (San Francisco),Taiwan,No,USA v. Lin et al,3:09-cr-00110,974,2012-10-02,2012-10-02,2012-03-13,,Yes,,,500000000,,36,,500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
845,AU Optronics Corp. America,trial convicton,Antitrust,,USDOJ - Antitrust Division (San Francisco),United States,No,USA v. Lin et al,3:09-cr-00110,974,2012-10-02,2012-10-02,2012-03-13,,Yes,,,200000,,36,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
846,AV-CB LLC,plea,Environmental,,Idaho,United States,No,USA v. AV-CB LLC,1:11-cr-00139,15,2012-02-10,2012-02-10,2011-06-15,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
1,Aargauische Kantonalbank,NP,Fraud - Tax,Yes,USDOJ - Tax Division,Switzerland,Yes,,,,2015-11-30,,,,No,0,0,1983000,0,48,0,1983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,USDOJ - Tax Division - Swiss Bank Program (see: https://www.justice.gov/tax/swiss-bank-program),
847,Abaci International Inc.,plea,Fraud - General,,"California - Southern District,USDOJ - Criminal Division",United States,No,USA v. Abaci Intl Inc,3:03-cr-02208,10,2003-11-04,2003-11-04,2003-08-14,,No,,,26563,,0,33204,59767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
848,Abatement International/Advantex Associates,plea,Environmental,,New York - Southern District,United States,No,USA v. Abatement International/Advatex Associates,1:06-cr-00900,22,2007-07-09,2007-07-09,2007-02-09,,No,,,56000,,12,,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
849,Abbott Laboratories,plea,FDCA / Pharma,,"USDOJ - Consumer Protection Branch,Virginia - Western District",United States,No,USA v. Abbott Laboratories,1:12-cr-00026,18,2012-10-02,2012-10-02,2012-05-07,,Yes,900000000,,500000000,198500000,60,,698500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,PACER,
850,Able Cable Inc.,plea,Fraud - Tax,,USDOJ - Criminal Division,United States,No,USA v. Able Cable Inc,2:00-cr-00303,31,2001-06-15,2001-06-15,2000-04-25,,No,0,,78000,0,24,0,78000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
742,"Academi, LLC",DP,Import / Export,No,North Carolina - Eastern District,United States,No,,,,2012-08-07,,,,No,0,,7500000,,36,,7500000,Yes,"Yes; Hired fulltime Director, Export Compliance, and independent Export Compliance Committee, Office of Firearms Control, replaced all executive leadership, full-time Director of Regulatory & Compliance",Yes; Third party auditors to conduct annual audits.,,,Conduct annual audits to monitor compliance with export laws; maintain and continue to implement export compliance and firearms compliance programs throughout the term of this Agreement; retain and pay Export Compliance Monitor; engage one or more outside consultants to perform annual audits,Yes,Yes; Xe Services LLC (predecessor) entered into Consent Agreement with Department of State: Appoint a Special Compliance Officer and then Internal Special Compliance Officer to replace SCO; ensure adequate resources are given to ITAR compliance; internal review of AECA and ITAR compliance resources; annual status reports of compliance; strengthened corporate export compliance procedures; ITAR basic compliance training; implement or make improvements to comprehensive automated defense trade compliance system to strengthen internal controls for ensuring compliance; email alert syste; outside consultants perform 2 audits; publicize procedure for reporting and investigating incidents; $42M civil settlement,Export violations (Arms Export Control Act; International Emergency Economic Powers Act),,,Yes,No,$7.5M fine; $42M civil settlement with Department of State,Yes,Yes; Annual audits,Consent Agmt.,No,Yes,No,Yes; Department of State,Yes,"Yes; Acknowledged responsibility; established an independent export compliance committee; taken meaningful steps to improve its compliance programs; hired new senior managers (replaced CEO, COO, General Counsel, etc.); implemented an extensive and effective company-wide export compliance and auditing program within the Regulatory & Compliance Office; audit of export compliance program; created an Office of Firearms Control, hired a full-time director of office, undertaken firearms compliance measures; hired full-time director of Regulatory and Compliance; conducted review of involvement of former officers",No; But assertion of privilege will be noted by Monitor,0,42000000,"Dept. of State; Dept. of Justice - National Security Division; Dept. of Justice - Federal Bureau of Investigation (FBI); Dept. of the Treasury - Internal Revenue Service (IRS); Dept. of Justice - Bureau of Alcohol, Tobacco & Firearms (ATF); Dept. of Defense - Office of the Inspector General - Defense Criminal Investigative Service; Dept. of Homeland Security - Immigration & Customs Enforcement (ICE) HIS",Yes,42000000,No,2012,,"This is not a parallel civil action but something of interest: Brady v. XE Servs. LLC No. 5:09-CV-449-BO, 2010 BL 154280 (E.D.N.C. July 06, 2010)"
146,"Academy Packing Co., Inc.",plea,Food,,Michigan - Eastern District,United States,No,USA v. Academy Packing Co.,2:02-cr-81027,4,2003-03-31,2003-03-31,2002-12-19,,No,,,20000,,24,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
851,Acambaro Mexican Restaurant Inc.,plea,Immigration,,Arkansas - Western District,United States,No,USA v. Acambaro Mexican Restaurant Inc. et al,5:08-cr-50009,42,2009-04-30,2009-04-30,2009-04-30,,No,0,,250000,0,60,0,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
852,Accord Ship Management,plea,Act to Prevent Pollution from Ships,,"Puerto Rico,USDOJ - Special Litigation",India,No,USA v. Accord Ship Management PVT.LTD,3:07-cr-00390,11,2007-09-20,2007-09-20,2007-09-20,,No,,,1750000,,36,,1750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
750,Accustar Watch Co.,DP,Other,No,New York - Southern District,United States,No,USA v. Accustar Watch Co.,1:01-mj-01235,,2001-07-02,,,,No,0,0,0,0,18,0,0,,,,,,,,,Counterfeit,,.,,,,,,,,,,,,,,,,,,,,2001,PACER,
853,Ace & Co. Inc.,plea,Fraud - General,,Connecticut,United States,No,USA v. Ace & Company Inc,3:06-cr-00225,15,2006-11-22,2006-11-22,2006-08-02,,No,,,0,,36,230432,230432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
854,Ace Rubber Products Inc.,plea,Other,,Texas - Northern District,United States,No,USA v. O'Briant et al,4:00-cr-00046,38,2001-07-13,2001-07-13,2001-02-26,,No,,,0,,60,54506,54506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
855,Action Carrier Inc.,plea,False Statements,,South Dakota,United States,No,USA v. Action Carrier Incorporated et al,4:04-cr-40005,78,2005-09-27,2005-09-27,2005-06-07,,No,,,200,,60,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
148,"Acuity Specialty Products Group, Inc.",plea,Environmental,,USDOJ - Environment & Natural Resources Division,United States,No,USA v. Acuity Specialty Products Group Inc.,1:07-cr-00223,5,2007-07-05,2007-07-05,2007-06-29,,No,,,3800000,,0,,3800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
856,"Adams Fishing Adventures, Inc.",plea,Wildlife,,Virginia - Eastern District,United States,No,"USA v. Adams Fishing Adventures, Inc. et al",2:12-cr-00165,25,2013-05-01,2013-05-01,2013-01-09,,No,400,0,0,0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
149,"Adams Management Group, Inc.",plea,False Statements,,Massachusetts,United States,No,USA v. Adams Management Group Inc.,1:09-cr-10137,8,2009-09-18,2009-09-18,2009-05-05,,No,,,24000,,12,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
755,"Adams Thermal Systems, Inc.",DP,OSHA / Workplace Safety / Mine Safety,No,South Dakota,United States,No,,,,2013-09-05,,,,No,435000,,450000,,36,450000,900000,Yes,Yes; More safety and health department employees; larger training department,Yes; Review Department of Labor compliance terms,,,"Third party to audit terms of agreement, which include increasing size of safety and health department, increasing size of training department,developing company wide safety and health program,making managerial pay partly based on safety suggestions and audits, bonuses for making safety suggestions and reporting safety issues, and creating a sfaety committee for each shift. Third party also to perform safety assessment of machine that killed worker. Specific working rules for this machine. Need to also send certification of corrective actions to OSHA.",Yes,Yes; DOL (OSHA),OSHA,,"Yes; acceptance of responsibility, entry into agreement.",Yes,No,"Agreement with USAO sets out $1.35 million in fines, penalties, and restitution.",No,Yes; Periodic review and testing,,Yes; Safety and health departments to report directly to CEO,No,,"Yes; OSHA ($435,000), two pending administrative actions before OSH Review Commission",No,No; None cited,No,0,435000,Dept. of Labor,Yes,435000,,2013,,
646,Adelphia Communications,NP,Fraud - Securities,No,New York - Southern District,United States,No,,,,2005-05-01,,,,Yes,715000000,,0,,24,715000000,715000000,No,No,No,"(Class action - In re Adelphia Communications Corp. 2005 WL 1278544; In re Adelphia Communications 398 F. Supp. 2d 244 - http://shareholdersfoundation.com/case/adelphia-communications-corp-investor-files-lawsuit); (In re Adelphia Communications Corp. 2007 WL 2615928 - about violations of SEA and false statements made during time of crime - not sure how relevant); (In re Adelphia Communications Corp. 2006 WL 246335 - plaintiffs sue directors for SEA violations) (Class actions: $210 million from Deloitte & Touche, auditing firm and $250 million from 36 investment banks); (SEA violations: defendant's motion for dismissal granted); (plaintiff wins summary judgment on first three elements of 10(b) claim and denied on last two but in the end I believe case was dimissed from docket)",6725000,,No,No,Securities Fraud,,No,Yes,No,$715M restitution,No,No,,No,No,Yes,Yes; SEC,No,No; None cited,No,,,Securities and Exchange Commission (SEC); U.S. Postal Inspection Service (USPIS),No,0,No,2005,,
857,Advanced Care Transport LLC,plea,Fraud - Health Care,,Indiana - Northern District,United States,No,United States of America v. Donovan et al,3:12-cr-00109,27,2013-09-30,2013-09-30,2013-04-12,,No,400,0,0,0,0,3500000,3500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
858,Advanced Computer Link Inc.,plea,Fraud - General,,California - Northern District,United States,No,USA v. Advanced,5:01-cr-20186,9,2002-01-09,2002-01-09,2002-01-08,,No,,,140000,,0,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
647,"Advanced Containment Systems, Inc",NP,Immigration,No,Texas - Southern District,United States,No,,,,2012-01-01,,,,No,2000000,,0,,,2000000,2000000,,,,,,"Must hire full time chief compliance officer; revision of immigration compliance procedures including new policies concerning proper completion, retention, and auditing of 1-9 forms",Yes,No,Immigration,,.,,,,,,,,Yes; Compliance officer,No,,No,No; None cited,,,,Dept. of Homeland Security - Immigration & Customs Enforcement (ICE),,0,,2012,,
5,Advanced Cosmetic Research Labs,NP,Environmental,No,California - Central District,United States,No,,,,2008-10-01,,,,No,0,,,,,,0,,,,,,Unknown,Unknown,,Hazardous waste,,.,,,,,,,,,No,,,,,,,,,0,,2008,FOIA request,
859,Advanced Dental Consulting Inc.,plea,Fraud - Health Care,,Indiana - Northern District,United States,No,United States of America v. Spilmon et al,3:04-cr-00070,159,2005-09-09,2005-09-09,2005-09-09,,No,0,0,0,0,0,2432963,2432963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,PACER,
860,Advanced Fluorinated Products Inc.,plea,Environmental,,Connecticut,United States,No,USA v. Perlov,3:01-cr-00039,34,2002-07-22,2002-07-22,2001-02-08,,No,,,5000,,0,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
861,Advanced Integrated Management Services Inc.,plea,Fraud - General,,Tennessee - Eastern District,United States,No,USA v. Hall et al,3:05-cr-00036,231,2007-11-26,2007-11-26,2007-02-20,,No,,,0,,36,57219,57219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
862,Advanced Medical Practices Inc.,plea,Fraud - Health Care,,Florida - Middle District,United States,No,USA v. Advanced Medical Practices Inc.,6:09-cr-00126,17,2009-10-07,2009-10-07,2009-07-10,,No,,,0,,12,593000,593000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
150,"Advanced Metal Finishing of Roanoke, Inc.",plea,Environmental,,Virginia - Western District,United States,No,USA v. Advanced Metal Finishing of Roanoke Inc.et al,7:06-cr-00101,85,2007-04-11,2007-04-11,2006-11-14,,No,,,25000,,36,25000,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
3146,Aegean Shipping Management SA,plea,Act to Prevent Pollution from Ships,,South Carolina,Greece,No,USA v. Aegean Shipping Management SA,2:16-cr-00551,,2017-03-08,2017-03-08,2016-11-29,0,No,,300000,1700000,0,36,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,PACER,
863,Aerocontrol Ltd.,plea,Fraud - General,,USDOJ - Antitrust Division,United Kingdom,No,USA v. Cartwright et al,1:07-cr-00570,129,2010-06-21,2010-06-21,2008-11-26,,No,,,0,,36,40927,40927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
864,Aerolinhas Brasileiras S.A.,plea,Antitrust,,USDOJ - Antitrust Division,Brazil,No,USA v. LAN CARGO S.A,1:09-cr-00015,10,2009-02-19,2009-02-19,2009-02-19,,No,,,21000000,,0,,21000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,PACER,
865,Aerosell Ltd. Inc.,plea,Wildlife,,Florida - Southern District,United States,No,USA v. Schaller et al,0:03-cr-60068,16,2003-04-24,2003-04-24,2003-04-22,,No,,,5000,,36,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
2722,Aetna,NP,Fraud - General,No,Massachusetts,United States,No,,,,1993-08-01,,,,No,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,,
866,Affinity International Inc.,plea,Fraud - General,,Georgia - Northern District,United States,No,USA v. Affinity Intl. Inc.,1:02-cr-00724,12,2003-05-02,2003-05-02,2003-05-02,,No,0,0,0,0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,PACER,
867,Affton Trucking Company Inc.,plea,Other,,Missouri - Eastern District,United States,No,USA v. Affton Trucking Co.,4:02-cr-00593,8,2002-12-05,2002-12-05,2002-12-05,,No,0,,25000,0,0,0,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
868,Agar Corp. Inc.,plea,Import / Export,,Texas - Southern District,United States,No,USA v. Agar Corporation Inc.,4:10-cr-00389,10,2010-06-24,2010-06-24,2010-06-22,,No,,,760000,,48,0,760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
869,Agar Supply Co. Inc.,plea,Wildlife,,California - Central District,United States,No,USA v. Agar Supply Co. Inc;Other court case number,2:07-cr-01272,12,2007-12-04,2007-12-04,2007-11-21,,No,,,5000,,12,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
151,"Aggregate Industries Northeast Region, Inc.",plea,False Statements,,Massachusetts,United States,No,USA v. Aggregate Industries-Northeast Region Inc.,1:07-cr-10242,9,2007-09-19,2007-09-19,2007-08-27,,No,,,7280000,,0,42720000,50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
870,"Agner, Inc.",plea,Wildlife,,Virginia - Eastern District,United States,No,"USA v. Agner, Inc. et al",2:12-cr-00167,29,2013-10-30,2013-10-30,2013-05-01,,No,400,0,0,0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
871,"Aguila Construction Company, Inc.",plea,Other,,Massachusetts,United States,No,USA v. Alonso et al,1:13-cr-10186,42,2013-11-19,2013-11-19,2013-09-04,,No,1200,0,0,0,60,782825,782825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,PACER,
872,Aibel Group Ltd.,plea,FCPA,,USDOJ - Criminal Division - Fraud Section,United Kingdom,No,USA v. Aibel Group Limited,4:07-cr-00005,41,2008-12-10,2008-12-10,2008-11-07,,Yes,,,4200000,,24,,4200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
8,Aibel Group Ltd.,DP,FCPA,No,USDOJ - Criminal Division - Fraud Section,United Kingdom,No,,,,2007-02-06,,,,No,0,,0,,36,,0,Yes,"Yes; Appoinment of executive Chairperson of Board of Directors, Compliance Committee",No,,No,Implementation of compliance and ethics program; governance restructuring to ensure compliance; adopt compliance code,Yes,No,FCPA,,"Yes; voluntary disclosure, reporting, cooperation, remedial measures.",No,No,None,Yes,Yes; Compliance counsel must evaluate effectiveness of compliance,,"Yes; including prior approval of Department for appointment of Executive Chairperson, Compliance Committee",No,No,,Yes,Yes; Implementation of compliance and ethics program,Yes,,,None stated,Yes,0,No,2007,,"Aibel also had to pay $4.2 million in criminal fines and serve a two-year organization probation. Also Aibel admitted to not being in compliance with DP (see United States v. Aibel Group Limited, Docket 4:07CR00005-001)"
873,Air France / KLM,plea,Antitrust,,USDOJ - Antitrust Division,France,No,USA v. SOCIETE AIR FRANCE et al,1:08-cr-00181,14,2008-07-23,2008-07-23,2008-07-22,,No,,,210000000,,0,,210000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
874,Air Inc.,plea,Fraud - General,,Washington - Western District,United States,No,USA v. Anderson et al,2:00-cr-00482,39,2001-01-30,2001-01-30,2001-01-25,,No,,,10000,,0,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
875,Air Pony Express Inc.,plea,Import / Export,,Florida - Southern District,United States,No,USA v. Riggs et al,0:06-cr-60128,33,2006-08-17,2006-08-17,2006-08-17,,No,,,2000,,0,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
153,"Air Power Enterprises, Inc.",plea,Environmental,,"USDOJ,Virginia - Eastern District",United States,No,USA v. Air Power Enterprises Inc.et al,2:05-cr-00074,70,2006-04-03,2006-04-03,2005-06-28,,No,,,500000,,60,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,PACER,
154,"Air Shunt Instruments, Inc.",plea,False Statements,,California - Central District,United States,No,USA v. Air Shunt Instruments Inc.,2:08-cr-00750,13,2008-07-15,2008-07-15,2008-06-27,,No,,,250000,,0,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,PACER,
155,"Air Sports, Inc.",plea,Fraud - General,,Missouri - Western District,United States,No,USA v. Sullivan et al,6:00-cr-03062,133,2001-03-25,2001-03-25,2001-08-20,,No,,,10000,,24,275000,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
156,"Air Support International, Inc.",plea,Fraud - General,,Missouri - Western District,United States,No,USA v. Sullivan et al,6:00-cr-03062,,2002-03-19,,2001-08-20,,No,0,,10000,0,24,275000,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
876,Air Van Lines International Inc.,plea,Obstruction of Justice,,USDOJ - Antitrust Division,United States,No,USA v. Air Van Lines International Inc.,1:07-cr-00304,8,2007-07-31,2007-07-31,2007-07-31,,No,,,143040,,0,,143040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,PACER,
877,Airbags Express Inc.,plea,Environmental,,Florida - Southern District,United States,No,USA v. Enrique et al,0:00-cr-06307,48,2001-04-09,2001-04-09,2001-01-18,,No,,,10000,,60,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,PACER,
3093,"Airgas Doral, Inc.",plea,Environmental,,Florida - Southern District,United States,,"USA v. Airgas Doral, Inc.",1:16-cr-20270,,2016-05-27,2016-05-27,2016-05-05,,No,,,4300000,,24,2700000,7000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,PACER,
2533,"Airmatic, Inc.",plea,Fraud - General,,Pennsylvania - Eastern District,United States,No,"USA v. Airmatic, Inc",2:14-cr-00255,16,2014-12-16,2014-12-16,2014-07-22,,No,400,0,350000,0,36,556633,906633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,PACER,
2534,Aisan Industry Co. Ltd.,plea,Antitrust,,USDOJ - Antitrust Division (San Francisco),Japan,No,"United States of America v. Aisan Industry Co., Ltd.",2:14-cr-20047,11,2014-03-05,2014-03-05,2014-03-05,Listed TYO,No,0,0,6860000,0,0,0,6860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,PACER,
2535,Aisin Seiki Co. Ltd.,plea,Antitrust,,USDOJ - Antitrust Division (Chicago),Japan,No,"USA v. AISIN SEIKI CO., LTD.",1:14-cr-00229,32,2015-02-10,2015-02-10,2014-12-01,,No,0,0,35800000,0,0,0,35800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,PACER,
157,"Ajinomoto Co., Inc.",plea,Antitrust,,"Texas - Northern District,USDOJ - Antitrust Division",Japan,No,USA v. Ajinomoto Co Inc,3:01-cr-00279,14,2002-01-10,2002-01-10,2001-08-27,,No,,,6000000,,0,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,PACER,
158,Aksay Denizcilik Ve Ticaret A.S.,plea,Act to Prevent Pollution from Ships,,USDOJ - Environment & Natural Resources Division,Turkey,No,USA v. Aksay Denizcilik Ve Ticaret A.S.,8:10-cr-00116,16,2010-05-24,2010-05-24,2010-05-21,,No,,,725000,,,,725000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,PACER,
1453,Akzo Nobel,plea,Antitrust,,USDOJ - Antitrust Division,United Kingdom (Bermuda),No,USA v. GEOLOGISTICS INTERNATIONAL MANAGEMENT (BERMUDA) LIMITED,1:10-cr-00268,15,2011-11-15,2011-11-15,2011-11-15,,No,0,,687960,0,24,0,687960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,PACER,
650,Akzo Nobel,NP,FCPA,No,USDOJ - Criminal Division - Fraud Section,Netherlands,No,,,,2007-12-20,,,,Yes,0,,0,,24,,0,Yes,"Yes; Assignment of one or more senior corporate officials to compliance, with authority to report to Audit Committee",No,"Government of Iraq, in civil suit naming 93 defendants, bringing RICO claims regarding U.N. Oil for Food FCPA violations",No,"Compliance code, disciplinary procedures, training; internal accounting controls; senior official oversight of compliance; reporting system",Yes,No,FCPA,,No,Yes,No,"No, based on criminal fine to be paid to Dutch Public Prosecutor",No,No,,No,No,Yes,Yes; SEC,No,No; None cited,No,2232000,750000,None,Yes,2982000,No,2007,,
