name,tel,url,addr1,addr2,city,zip,longitude,latitude
Fine Art Services & Transport,(718) 784-9399,http://www.museumsusa.org/vendors/info/1259295,48-75 37th St,,Long Island City,11101,-73.92883941,40.73823239
First Street Gallery,(646) 336-8053,http://www.firststreetgallery.net/,526 W 26th St,Rm 915,New York,10001,-74.00443447,40.74996793
Fischbach Gallery,(212) 759-2345,http://www.fischbachgallery.com/,210 Eleventh Ave.,Ste. 801,New York,10001,-74.00602113,40.74989671
Flushing Art Gallery,(718) 445-6748,http://www.city-data.com/businesses/937101806-flushing-art-gallery-flushing-ny.html,3711 Main St,,Flushing,11354,-73.83041138,40.76141732
Focal Point Gallery,(718) 885-1403,http://www.focalpointgallery.com/,321 City Island Ave,,Bronx,10464,-73.78685976,40.84756078
Folin Riva Inc,(212) 242-3434,http://www.nyc.com/arts__attractions/folin_riva_inc.1485/editorial_review.aspx,535 W 20th St,,New York,10011,-74.00707399,40.74660509
Folklorica,(212) 750-6765,http://www.nyc.com/arts__attractions/folklorica.950/map_location.aspx,12 E 53rd St,,New York,10022,-73.97503919,40.75983435
Forbes Magazine Galleries,(212) 206-5548,http://www.forbesgalleries.com/,60 Fifth Avenue,,New York,10011,-73.99479483,40.73502191
Forrest Scott Group,(212) 274-8100,http://www.forrestscottgallery.com/corporate.html,270 Lafayette St,,New York,10012,-73.99647309,40.72397526
Fortress Fae Worldwide,(718) 786-9418,http://long_island_city.ny.ooberunder.com/7817245-fortress.fae.worldwide,4920 5th St,,Long Island City,11101,-73.95653685,40.74335663
Fortress Ny,(718) 937-5500,http://www.thefortress.com/Locations/ny.html,4920 5th St,,Long Island City,11101,-73.95672413,40.74338983
Fortuna Fine Arts Ltd,(212) 794-7272,http://www.fortunafineartsltd.ypgs.net/,984 Madison Ave,,New York,10021,-73.96344115,40.77485986
Forum Gallery,(212) 355-4545,http://www.forumgallery.com/,745 5th Ave,,New York,10151,-73.97342331,40.76329345
Fowa Enterprises Corp,(212) 571-3838,http://ny.citysquares.com/manhattan/chinatown/arts-entertainment/artists-art-dealers/fowa-enterprises-corp,17 E Broadway,,New York,10002,-73.99701259,40.71331565
Franklin Bowles Galleries,(212) 226-1616,http://www.franklinbowlesgallery.com/,431 W Broadway,,New York,10012,-74.00094987,40.72526683
Franklin Parrasch Gallery,(212) 246-5360,http://www.franklinparrasch.com/,20 W 57th St,,New York,10019,-73.97543422,40.76337208
Frederick Schultz Ancient Art,(212) 721-6007,http://local.yahoo.com/info-45126467-frederick-schultz-ancient-art-new-york,325 W 82nd St,,New York,10024,-73.98069884,40.78690228
Fredericks Freiser Gallery,(212) 633-6555,http://www.fredericksfreisergallery.com/,504 W. 22nd St.,,New York,10011,-74.00519619,40.74706889
Frederieke Taylor Gallery,(646) 230-0992,http://www.frederieketaylorgallery.com/,535 W 22nd St,,New York,10011,-74.0062383,40.74784537
Frei-Nathan Susan Fine Works On Paper Llc,(212) 517-8878,http://www.sfnbotanicalart.com/,245 E 80th St,,New York,10021,-73.95473116,40.77433136
Friedman Vallois Llc,(212) 517-3820,http://www.livevillage.com/newyork/art/friedman-vallois-llc.html,27 E 67th St,,New York,10021,-73.96744386,40.7685893
Friedrich Petzel Gallery,(212) 680-9467,http://www.petzel.com/,535 W. 22nd St.,,New York,10011,-74.00609559,40.74785399
Frielich Bros-Deutsch Bros,(212) 777-3051,http://www.yelp.com/biz/frielich-bros-deutsch-bros-new-york,670 Broadway,,New York,10012,-73.99481412,40.72722478
Friends of Bezalel Academy,(212) 687-0542,http://www.bezalelfriends.org/,501 5th Ave,,New York,10017,-73.98073127,40.75313967
Fulton Plaza,(212) 835-8600,http://www.nyc.com/arts__attractions/fulton_plaza.1801/editorial_review.aspx,106 Fulton St,,New York,10038,-74.00704683,40.70958977
Fulton St Art Gallery,(212) 587-5984,http://www.yellowbot.com/fulton-street-art-gallery-new-york-ny.html,116 John St,,New York,10038,-74.00589066,40.70746874
G P L Promotions Ltd,(212) 684-1066,http://www.city-data.com/businesses/113165997-gpl-promotions-ltd-new-york-ny.html,220 Madison Ave,,New York,10016,-73.98207161,40.74955564
Gagosian Gallery Chelsea,(212) 741-1111,http://www.gagosian.com/,555 W 24th St,,New York,10011,-74.00539201,40.74908344
Gagosian Gallery Uptown,(917) 432-1471,http://www.gagosian.com/,980 Madison Ave,,New York,10021,-73.96358045,40.77483506
Galerie Des Arts Ltd,(212) 861-7925,http://athome.kimvallee.com/places/places/us/new-york/new-york/galerie-des-arts-ltd,18 E 76th St,,New York,10021,-73.96420493,40.77441872
Galerie Thomas,(212) 675-7296,http://newyork.maplist.org/viewthread.php?tid=442935,41 Perry St,,New York,10014,-74.00283704,40.73581223
Galleria On Third,(212) 683-2886,http://www.galleriaonthird.com/,529 3rd Ave,,New York,10016,-73.97718802,40.74640198
Galleria Ramis Barquet Ny Ltd,(212) 644-9090,http://www.nyc.com/arts__attractions/galleria_ramis_barquet_ny_ltd.1552/whats_nearby.aspx,41 E 57th St,,New York,10022,-73.97179188,40.76241422
Gallery 151,(212) 675-5311,http://gallery151.com/,350 Bowery,,New York,10012,-73.99204714,40.72674329
Gallery 292,(212) 431-0292,http://findarticles.com/p/articles/mi_m1248/is_9_91/ai_108278541/,120 Wooster St,,New York,10012,-74.00008646,40.72505116
Gallery 49,(917) 915-6369,http://www.gallery49.com/,310 W 49th St,,New York,10019,-73.98751492,40.76183839
Gallery 71 Inc,(212) 744-7779,http://www.gallery71.com/,974 Lexington Ave,,New York,10021,-73.96299599,40.76963622
Gallery 91,(212) 966-3722,http://www.gallery91.com/,91 Grand St,,New York,10013,-74.00215738,40.72140577
Gallery at the American Bible Society,(212) 408-1500,http://www.socialweb.net/Places/2752.lasso,1865 Broadway,,New York,10023,-73.98273876,40.77025398
Gallery at the New York School of Interior Design,(212) 472-1500,http://www.nyc-arts.org/organizations/153/gallery-of-new-york-school-of-interior-design,170 E. 70th St.,,New York,10021,-73.96246363,40.76856417
Gallery Bai Inc,(212) 947-4142,http://www.merchantcircle.com/business/Gallery.Bai.Inc.New.York.NY.212-947-4142,520 W 43rd St,,New York,10036,-73.99627932,40.76059646
Gallery Henoch,(917) 305-0003,http://www.galleryhenoch.com/,555 W 25th St,,New York,10001,-74.00526086,40.75012695
Gallery of Ireland,(718) 458-2960,http://www.merchantcircle.com/business/Gallery.of.Ireland.718-458-2960,3931 50th Street,,Woodside,11377,-73.91369901,40.74795987
Gardner & Barr Inc,(212) 752-0555,http://www.gardnerandbarr.com/,305 E 61th St,,New York,10065,-73.96278276,40.76174806
Garth Clark Gallery,(212) 246-2205,http://www.garthclark.com/,24 W 57th St,Ste 305,New York,10019,-73.97564541,40.76328542
Garth Clark Gallery's Project Space,(718) 706-2491,http://www.nyc.com/arts__attractions/garth_clark_gallerys_project_space.934/whats_nearby.aspx,4546 21st St,,Long Island City,11101,-73.94831899,40.74618054
Gasser & Grunert,(212) 807-9494,http://gassergrunert.net/test/,524 W 19th St,,New York,10011,-74.0073622,40.74558378
Gavin Brown's Enterprise Corp,(212) 627-5258,http://www.gavinbrown.biz/,620 Greenwich St,,New York,10014,-74.00859302,40.73054991
Generous Miracles Space Ltd,(212) 352-2858,http://www.nyc.com/arts__attractions/generous_miracles_space_ltd.166/map_location.aspx,529 W 20th St,,New York,10011,-74.00701009,40.74669373
George Adams Gallery,(212)-564-8480,http://www.georgeadamsgallery.com/,525 West 26th Street,First Floor,New York,10001,-74.00402678,40.75025399
George Billis Gallery,(212) 645-2621,http://www.georgebillis.com/,555 W 25th St,,New York,10001,-74.00542748,40.75007756
Geos Art Gallery and Tuxedos,(718) 276-6215,http://www.geosartexpression.com/,20019 119th Ave,,Saint Albans,11412,-73.7506114,40.69203361
Gerold Wunderlich & Co,(212) 974-8444,http://ny.serviceslisted.com/1655177-GeroldWunderlichCO.htm,50 W 57th St,,New York,10019,-73.97659531,40.76374157
Gian Enzo Sperone,(212) 255-7363,http://ny.citysquares.com/manhattan/west-village/arts-entertainment/artists-art-dealers/gian-enzo-sperone,603 Greenwich St,,New York,10014,-74.00803261,40.72978029
Giraud Pissarro Segalot,(212) 988-9171,http://www.gpspartners.com/,132 E 70th St,,New York,10021,-73.96355105,40.76906697
Gleason Tim Gallery,(212) 966-5777,http://www.yellowbot.com/tim-gleason-gallery-new-york-ny.html,194 Elizabeth St,,New York,10012,-73.99427302,40.7217016
Global Passages Inc,(212) 759-5669,http://www.rateitall.com/i-409630-global-passages-incorporated.aspx,205 E 60th St,,New York,10022,-73.96551116,40.76214537
Godel & Co Inc,(212) 288-7272,http://www.godelfineart.com/,39 E 72nd St,,New York,10021,-73.96478601,40.77181139
Goedhuis Contemporary Ltd,(212) 535-6954,http://www.goedhuiscontemporary.com/,42 E 76th St,,New York,10021,-73.96297173,40.77396711
Goethe-Institut Wyoming Building,212-439-8700,http://www.goethe.de/Ins/Us/ney/prj/wyo/enindex.htm,5 East 3rd Street,,New York,10003,-73.99111875,40.72634319
Golden Caren Fine Arts,(212) 727-8304,http://www.carengoldenfineart.com,526 W 26th St,,New York,10001,-74.0045047,40.75008938
Goodman James Gallery,(212) 593-3737,http://jamesgoodmangallery.com/index.cfm,41 E 57th St,,New York,10022,-73.97187972,40.76227754
Grant Gallery,(646) 479-8815,http://www.grantgallery.com/,7 Mercer St,,New York,10013,-74.00244284,40.72044661
Great Modern Pictures,(212) 242-2581,http://www.greatmodernpictures.com/,EMPIRE STATE BUILDING,350 Fifth Avenue,New York,10001,-73.98565422,40.74843275
Greeley Square Gallery,(212) 868-6610,http://www.g2artgallery.com/,32 W 31st St,,New York,10001,-73.98769078,40.74704275
Green Essie Galleries Inc,(212) 368-9635,http://www.essiegreengalleries.com/,419 Convent Ave,,New York,10031,-73.94466951,40.82638148
Greene Naftali Inc,(212) 463-7770,http://www.greenenaftaligallery.com/,526 W 26th St,,New York,10001,-74.0043835,40.75003598
Greene Space Gallery,(212) 431-8720,http://www.city-data.com/businesses/113064489-greene-space-gallery-new-york-ny.html,105 Greene St,,New York,10012,-74.00004007,40.72450899
Littlejohn Contemporary Art,(212) 980-2323,http://www.littlejohncontemporary.com/,41 E 57th St,,New York,10022,-73.97203416,40.76233983
Lizan Tops Associates,(212) 534-3316,http://www.lizantops.com/Home.html,8 E 92nd St,,New York,10128,-73.95713277,40.7849199
Lladro Museum & Collector's Society,(212) 838-9352,http://www.lladro.com/,43 W 57th St,,New York,10019,-73.97625732,40.76412964
Lladro USA,(212) 838-9771,http://www.nyc.com/arts__attractions/lladro_usa.310/whats_nearby.aspx,43 W 57th St,,New York,10019,-73.97619602,40.76421069
Location One,(212) 334-3347,http://www.location1.org/,26 Greene St.,,New York,10013,-74.00246503,40.72098729
Lombard-Fried Fine Arts Inc,(212) 967-8040,http://www.getfave.com/locations/829682-lombard-fried-fine-arts-inc,531 W 26th St,,New York,10001,-74.00376627,40.75032119
Long Fine Art,(212) 337-1940,http://www.nyc.com/arts__attractions/long_fine_art.273/editorial_review.aspx,427 W 14th St,,New York,10014,-74.00645063,40.74172005
Lower Manhattan Cultural Council,(212) 219-9401,http://www.lmcc.net/,125 Maiden Lane,2nd Floor,New York,10038,-74.00625208,40.70660442
Lublin Mary Fine Arts,(212) 570-0319,http://www.pada.net/members/memDetail.php/25,954 Lexington Avenue,Box 254,New York,10021,-73.96345944,40.76897164
Lucas Schoormans Gallery,(212) 243-3159,http://oneartworld.com/Lucas+Schoormans+Gallery.html,508 W. 26th St.,11B,New York,10001,-74.00374214,40.74976146
Ludlow 38,(212) 228-6848,http://www.ludlow38.org/,38 Ludlow Street,,New York,10002,-73.99014614,40.71607367
Luhring Augustine Gallery Inc,(212) 206-9100,http://www.luhringaugustine.com/,531 W 24th St,,New York,10011,-74.0051018,40.74910894
Lumbard Jean,(212) 996-4484,http://66.111.11.24/arts__attractions/lumbard_jean.851/whats_nearby.aspx,17 E 96th St,,New York,10128,-73.95437532,40.78759697
Lun Yee Assn,(212) 431-9497,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Lun-Yee-Assn-l495991.html,167 Canal St,,New York,10013,-73.99696834,40.71679772
Lunarbase Inc,(718) 599-9205,http://brooklynny.zemantics.com/business/lunarbase-inc,197 Grand St,,Brooklyn,11211,-73.96034432,40.71427465
Lurie Tamar & Ranan,(212) 888-4866,http://www.rananlurie.com/,721 5th Ave,,New York,10022,-73.97398762,40.762467
M & R Sayer Fine Art Llc,(212) 517-8811,http://www.sayerfinearts.com/,129 E 71st St,,New York,10021,-73.96305316,40.77012253
M K J Art Gallery,(212) 481-7447,http://ny.serviceslisted.com/1654620-MKJArtGallery.htm,214 E 23rd St,,New York,10010,-73.98242013,40.73819666
MacCarone Inc,(212) 431-4977,http://www.maccarone.net/,630 Greenwich Street,,New York,10014,-74.0084803,40.73093144
Malcolm Christian T Fine Arts Managemnt Svc,(212) 947-3835,http://m.nyc.com/arts__attractions/malcolm_christian_t_fine_arts_managemnt_svc.620/map_location.aspx,227 W 29th St,,New York,10001,-73.99402296,40.74846917
Manhattan Art,(212) 736-3336,http://loqal.com/manhattan+art.9.55597755p.home.html,13 W 36th St,,New York,10018,-73.9844838,40.75031251
Mansion Gracie Gallery,(212) 505-7055,http://www.artnet.com/graciemansion.html,101 Second Avenue,#1,New York,10003,-73.98886924,40.72740796
Marbella Gallery,(212) 288-7809,http://www.yelp.com/biz/marbella-gallery-new-york,28 E 72nd St,,New York,10021,-73.965305,40.77144369
Marc Jancou Contemporary,(212) 473-2100,http://www.marcjancou.com/,680 Broadway,,New York,10012,-73.99458298,40.72749292
Marc Jancou Fine Art Ltd,(212) 717-1700,http://www.artinfo.com/galleryguide/19982/6522/marc-jancou-fine-art/visit/,801 Madison Ave,,New York,10021,-73.96727019,40.76877056
Marcus Curt Gallery Inc,(212) 226-3200,http://www.curtmarcusgallery.com/,2 5th Ave,,New York,10011,-73.99703426,40.73199551
Margaret Thatcher Projects,(212) 675-0222,http://www.thatcherprojects.com/,539 West 23rd Street,Ground Floor,New York,10011,-74.00548674,40.74850268
Margo Feiden Galleries Ltd,(212) 677-5330,http://www.alhirschfeld.com/index2.html,15 E 9th St,,New York,10003,-73.99482129,40.73257492
Marian Goodman Gallery,(212) 977-7160,http://www.mariangoodman.com/,24 W 57th St,Fl 4,New York,10019,-73.97568502,40.76338707
Marianne Boesky Gallery,(212) 680-9889,http://www.marianneboeskygallery.com/,509 West 24th Street,,New York,10011,-74.00424042,40.74883917
Marie Walsh Sharpe Art Foundation Art,(212) 925-3008,http://sharpeartfdn.qwestoffice.net/freestudiospace.htm,443 Greenwich St,,New York,10013,-74.00938295,40.72321957
Markey Lawrence Inc,(212) 517-9892,http://www.rateitall.com/i-409842-markey-lawrence-incorporated.aspx,42 E 76th St,,New York,10021,-73.9630306,40.77388979
Marlborough Gallery,(212) 397-0317,http://www.marlboroughgallery.com/,40 W 57th St,,New York,10019,-73.97630725,40.7635578
Martin Lawrence Galleries,(212) 995-8865,http://martinlawrence.com/index3.html,457 W Broadway,,New York,10012,-74.00024343,40.726129
Martinez Gallery,(212) 563-1075,http://www.martinezgallery.com/,515 W 27th St,,New York,10001,-74.0030963,40.75078087
Mary Boone Gallery,(212) 752-2929,http://www.maryboonegallery.com/,745 5th Ave,,New York,10151,-73.97320639,40.76335676
Mary Ryan Gallery,(212) 397-0669,http://www.maryryangallery.com/,24 W. 57th St.,,New York,10019,-73.97559554,40.76334399
Master Drawing Assoc,(718) 573-1299,http://www.masterdrawings.org/,669 Monroe St,,Brooklyn,11221,-73.92992226,40.68805924
Master Framemakers,(212) 308-6152,http://www.apfgroup.com/,219 East 60th Street,,New York,10022,-73.96508959,40.761933
Mathes Barbara Gallery,(212) 570-4190,http://www.barbaramathesgallery.com/,22 E 80th St,,New York,10075,-73.96216484,40.77696659
Matthew Marks Gallery - 22nd St.,(212) 243-1650,http://www.matthewmarks.com/,522 W 22nd St.,,New York,10011,-74.00589658,40.74729741
Matthew Marks Gallery - 24th St.,(212) 243-0200,http://www.matthewmarks.com/,523 W. 24th St.,,New York,10011,-74.00474728,40.74897108
Max Protetech Gallery,(212) 633-6999,http://www.maxprotetch.com/,511 W 22nd St,,New York,10011,-74.00529719,40.74749803
Maxwell Davidson Gallery,(212) 759-7555,http://www.davidsongallery.com/,724 5th Ave,,New York,10019,-73.97461594,40.76264197
Mc Dougal A,(212) 874-2172,http://www.rateitall.com/i-409859-mc-dougal-a.aspx,98 Riverside Dr,,New York,10024,-73.98091304,40.78655119
McCarron Paul Fine Prints & Drawings,(212) 772-1181,http://www.paulmccarron.com/,1014 Madison Ave,,New York,10021,-73.96278657,40.77592685
McGinnis Cheryl Gallery,(212) 594-4066,http://www.cherylmcginnisgallery.com/,555 Eighth Avenue,#710,New York,10024,-73.99214583,40.75467997
McKee Gallery,(212) 688-5951,http://mckeegallery.com/,745 Fifth Ave.,4th Fl.,New York,10151,-73.97329467,40.76323752
McKenzie Fine Art Inc,(212) 989-5467,http://www.mckenziefineart.com/,511 W 25th St,,New York,10001,-74.00377141,40.74943639
Medialia Corp,(212) 971-0953,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Medialia-Corp-l495927.html,335 W 38th St,,New York,10018,-73.99314536,40.75559932
Mehu Gallery,(212) 222-3334,http://m.nyc.com/arts__attractions/mehu_gallery.444/map_location.aspx,21 W 100th St,,New York,10025,-73.96368099,40.79479918
Meisel Louis K Gallery,(212) 677-1340,http://www.meiselgallery.com/LKMG/,141 Prince St,,New York,10012,-74.00047928,40.72569434
Meisel Susan P Decorative Arts,(212) 254-0137,http://www.nyc.com/arts__attractions/meisel_susan_p_decorative_arts.220/editorial_review.aspx,141 Prince St,,New York,10012,-74.00042049,40.72576887
Merrin Gallery,(212) 757-2884,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Merrin-Gallery-l496371.html,724 5th Ave,,New York,10019,-73.97468953,40.76275397
Merton Simpson Gallery Inc,(212) 686-6735,http://www.mertonsimpsongallery.com/,38 W 28th St,Fl 5,New York,10001,-73.98965866,40.7454474
Messineo Atr Projects,(212) 414-0827,http://www.messineowyman.com/,227 West 29th Street,4th Floor (#111),New York,10001,-73.99393229,40.74859961
Metro Art,(718) 326-4102,http://www.nyc.com/arts__attractions/metro_art.1872/whats_nearby.aspx,7823 Metropolitan Ave,,Middle Village,11379,-73.87450325,40.71335896
Metro Art and Frame,(718) 432-0632,http://framart.com/,585 W 235th St,,Bronx,10463,-73.91115651,40.88604954
Metro Pictures,(212) 206-7100,http://www.metropicturesgallery.com/,519 W 24th St,,New York,10011,-74.00459373,40.74895493
Miakey Art Gallery,(718) 686-0788,http://find.mapmuse.com/details/art-galleries/3229245,5402 7th Ave,,Brooklyn,11220,-74.00855558,40.64025482
Michael Werner Gallery,(212) 988-1623,http://www.michaelwerner.com/,4 E. 77th St.,,New York,10021,-73.96426209,40.77524709
Michail- Lombardo Gallery,(212) 472-2400,http://www.michaillombardogallery.com/ap/index.html,829 Madison Ave,,New York,10021,-73.96654242,40.76984146
Michel Soskine Inc,(212) 988-2050,http://www.soskine.com/en/index.html,900 Park Ave,,New York,10021,-73.96069064,40.77611498
Michelle Rosenfeld Gallery,(212) 734-0900,http://michellerosenfeldgallery.com/,16 E 79th St,,New York,10021,-73.96278905,40.77625969
Miele Frank J Gallery,(212) 249-7250,http://www.americanfolkart.com/,1086 Madison Ave,,New York,10028,-73.96106462,40.77816985
Miller Geisler Gallery Llc,(212) 255-2885,http://www.nyc.com/arts__attractions/miller_geisler_gallery_llc.859/whats_nearby.aspx,511 W 25th St,,New York,10001,-74.00402626,40.74952855
Miller Laurence Gallery Inc,(212) 397-3930,http://www.laurencemillergallery.com/,20 W 57th St,Lbby,New York,10019,-73.97553262,40.76323165
Mimi Ferzt Inc,(212) 343-9377,http://www.mimiferzt.com/,81 Greene St,,New York,10012,-74.00074603,40.72369075
Minetta Brook Inc,(212) 431-7165,http://www.yelp.com/biz/minetta-brook-inc-new-york,105 Hudson St,,New York,10001,-74.00901738,40.7194907
Mip Art Realty Inc,(212) 431-9474,http://www.city-data.com/businesses/578718041-mip-art-realty-inc-new-york-ny.html,83 Mercer St,Fl 5,New York,10012,-74.0002835,40.72296988
Mitchell Algus Gallery,(212) 242-6242,http://www.mitchellalgus.com/,511 W 25th St,,New York,10001,-74.00378614,40.74953975
Mitchell-Innes & Nash,(212) 744-7400,http://www.miandn.com/,1018 Madison Ave,,New York,10021,-73.96257961,40.77599315
Mixed Greens Gallery,(212) 331-8888,http://www.mixedgreens.com/ArtWeb/html/aboutpage.asp?page=index.htm,531 W 26th St,,New York,10001,-74.0038784,40.75030913
Mobile Concept Inc,(718) 353-6600,http://www.nyc.com/arts__attractions/mobile_concept_inc.1880/editorial_review.aspx,3655 Main St,,Flushing,11354,-73.83095587,40.76192417
Modern Art & Framing,(212) 307-7391,http://www.nyc.com/arts__attractions/modern_art__framing.1690/whats_nearby.aspx,877 7th Ave,,New York,10019,-73.98032204,40.76455537
Moeller Achim Fine Art Ltd,(212) 644-2133,http://www.moellerart.com/index.php,36 E 64th St,,New York,10065,-73.96863603,40.76627437
Momenta Art Gallery,(718) 218-8058,http://momentaart.org/,359 Bedford Ave,,Brooklyn,11211,-73.96295355,40.71150042
Monalisa Art Gallery,(212) 722-4989,http://www.monalisaframing.com/default/index.cfm,1758 1st Ave,,New York,10128,-73.94665138,40.78010875
Montserrat Gallery Inc,(212) 941-8899,http://www.ny-companies.com/business-in-new-york/retail-stores-companies/160100-montserrat-gallery-inc.html,584 Broadway,,New York,10012,-73.99692952,40.7247167
Mooney Robert J Arts Management,(718) 852-9080,http://local.botw.org/New_York/Brooklyn/Mooney_Robert_J_Arts_Management/34351212.html,174 Pacific St,,Brooklyn,11201,-73.99361475,40.68908922
Morales David,(212) 564-2335,http://www.nyc.com/arts__attractions/morales_david.583/map_location.aspx,325 W 38th St,Lbby,New York,10018,-73.99280898,40.75539588
Morgan Art Consulting,(212) 447-0490,http://morganartconsulting.com/,303 Park Avenue South,#1204,New York,10010,-73.98578003,40.7402545
Morning Star Gallery Ltd,(212) 334-9330,http://www.nyc.com/arts__attractions/morning_star_gallery_ltd.532/editorial_review.aspx,9809 64th Rd,,Rego Park,11374,-73.85783326,40.72992529
Naegele Amyas Bases & African Art,(212) 465-0524,http://www.merchantcircle.com/business/Naegele.Amyas.Bases.And.African.Art.212-465-0524,347 W 36th St,,New York,10018,-73.99433591,40.7544864
Naiman Lee Fine Art,(212) 362-4090,http://www.nyc.com/arts__attractions/naiman_lee_fine_art.1703/whats_nearby.aspx,300 Central Park W,,New York,10024,-73.96767395,40.78834442
Nancy Hoffman Gallery Inc,(212) 966-6676,http://www.nancyhoffmangallery.com/,429 W Broadway,,New York,10012,-74.0010241,40.72518023
Nancy Margolis Gallery Inc,(212) 242-3013,http://nancymargolisgallery.com/,523 W 25th Street,,New York,10001,-74.00418365,40.74964656
Natalie Karg Ltd,(212) 563-7821,http://www.masterseek.com/id/7052478/Natalie-Karg-Ltd.htm,325 W 38th St,,New York,10018,-73.99266563,40.75533811
Nathaniel Moore Llc,(212) 965-9500,http://www.zipleaf.us/Companies/Nathaniel-Moore-LLC,121 Hudson St,,New York,10013,-74.00886383,40.72031106
Navarra Enrico,(212) 223-2828,http://www.enriconavarra.com/flash6.html,41 E 57th St,,New York,10022,-73.97200032,40.76250348
Neal Meltzer Fine Arts,(212) 829-9800,http://www.nealmeltzer.com/,600 Madison Ave,,New York,10022,-73.97241955,40.76294039
Neikrug Marjorie Appraisals,(212) 688-8779,http://newyorkny.zemantics.com/business/neikrug-marjorie-appraisals,136 E 64th St,,New York,10021,-73.96625979,40.76536882
Neuhoff Gallery Inc,(212)  838-1122,http://www.neuhoffgallery.com/,41 E 57th St,,New York,10022,-73.97205775,40.7624329
New Dorp Village Antiques Ltd,(718) 815-2526,http://businessfinder.silive.com/2321461/New-Dorp-Village-Antiques-Ltd-Staten-Island-NY,517 Broadway,,Staten Island,10310,-74.11581755,40.62843293
New York Art Expo Inc,(212) 363-8280,http://www.merchantcircle.com/business/New.York.Art.Expo.Inc.New.York.NY.212-363-8280,3 Hanover Sq,,New York,10004,-74.00960786,40.70500032
New York Art Gallery,(212) 396-0275,http://hellonewyorkcity.com/Business_Profile/10566336_5/New_York_Art_Gallery.cfm,1626 1st Ave,,New York,10028,-73.9497534,40.77582842
New York Gallery Tours,(212) 946-1548,http://www.nygallerytours.com/,82 Charles St,,New York,10014,-74.00394434,40.73459524
Nexus Gallery Inc,(212) 982-4712,http://www.nyc.com/arts__attractions/nexus_gallery_inc.125/whats_nearby.aspx,345 E 12th St,,New York,10003,-73.98394512,40.73042494
Nohra Haime Gallery,(212) 888-3550,http://www.artnet.com/nhaime.html,41 East 57th Street,,New York,10022,-73.9721042,40.76237002
Nolan Eckman Gallery,(212) 925-6190,http://ny.serviceslisted.com/1655106-NolanEckmanGallery.htm,560 Broadway,,New York,10012,-73.9977399,40.72397829
Northstar Research Associates Inc,(212) 721-7000,http://goliath.ecnext.com/coms2/product-compint-0000684313-page.html,215 W 88th St,Apt 8D,New York,10024,-73.97484366,40.78956299
Nyabinghi Africian Gift Shop,(212) 566-3336,http://www.nyc.com/arts__attractions/nyabinghi_africian_gift_shop.136/editorial_review.aspx,111 Chambers St,,New York,10007,-74.00815285,40.71523507
O J Art Gallery,(212) 420-0417,http://www.manta.com/coms2/dnbcompany_ccv29cr,446 Ave of the Americas,,New York,10011,-73.9982901,40.73488847
O.K. Harris Gallery,(212) 431-3600,http://www.okharris.com/,383 W. Broadway,,New York,10012,-74.00207056,40.72368862
Object-Image,(718) 623-2434,http://www.laurafantini.it/Documents/For_Immediate_Release09_2.pdf,91 5th Ave,,Brooklyn,11217,-73.97789833,40.67984871
Oditi Inc,(212) 427-5885,http://www.ibegin.com/directory/us/new-york/new-york/oditi-inc-1500-lexington-ave/,1500 Lexington Ave,,New York,10029,-73.95084961,40.78636482
Odyssia Gallery,(212) 486-7338,http://www.livevillage.com/newyork/art/odyssia-gallery.html,305 E 61st St,,New York,10021,-73.96269814,40.76187475
Old Print Shop Inc,(212) 683-3950,http://www.oldprintshop.com/,150 Lexington Ave,,New York,10016,-73.98194844,40.74367322
Omniguard Art Guarantee,(212) 577-9000,http://www.city-data.com/businesses/683951099-omni-guard-art-guarantee-new-york-ny.html,115 Broadway,,New York,10006,-74.01147224,40.70893881
One Twenty Eight,(212) 674-0244,http://www.galleryonetwentyeight.org/,128 Rivington St,,New York,10002,-73.98691303,40.71980652
Opera Gallery,(212) 966-6675,http://www.popaganda.com/events.htm,115 Spring St,,New York,10012,-73.99994844,40.72381494
